fighter,date_of_birth,tuf,r2ufc,dwcs,pride,sf,wec,bmf,hof,country,gender,weightclass,peak_rank,peak_p4p,bouts,wins,win_types,losses,loss_types,streak,best_streak,total_time,mean_age,opp_age,bonus,slot,elo,peak_elo,opp_elo,debut,debut_result,prev_bout,prev_result
Keigo Kunihara,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Japan,male,heavyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,362,NA,27.5,0,7,2205,2205,2200,2005-10-07,L - Marcio Cruz,2005-10-07,L - Marcio Cruz
Darrill Schoonover,1985-06-18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,800,24.5,29.1,0,6,2194,2203,2261,2009-12-05,L - James McSweeney,2009-12-05,L - James McSweeney
Wagner Campos,1981-07-31,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,featherweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,664,30.9,32.5,0,10,2015,2203,2362,2012-06-23,L - Marcos Vinicius,2012-06-23,L - Marcos Vinicius
Noe Hernandez,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,720,NA,28.4,0,6,2172,2202,2200,1998-05-15,L - Chuck Liddell,1998-05-15,L - Chuck Liddell
Cal Worsham,1963-06-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,openweight,16,16,3,1,1 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,-1,1,427,32.8,29.1,0,4.7,2456,2200,2193,1995-07-14,L - Paul Varelans,1996-12-07,L - Tank Abbott
Orlando Wiet,1965-10-24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Netherlands, Suriname",male,openweight,16,16,2,1,1 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,1,259,28.4,NA,0,9,2200,2200,2200,1994-03-11,W - Robert Lucarelli,1994-03-11,L - Remco Pardoel
Alfonso Alcarez,1970-06-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,1,0,NA,0,NA,0,0,600,29.3,24.8,0,2,2200,2200,2200,1999-09-24,D - Jens Pulver,1999-09-24,D - Jens Pulver
Steven Graham,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,2,1,0 KO 1 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,1,283,NA,NA,0,5.5,2200,2200,2200,1997-05-30,W - Dmitriy Stepanov,1997-05-30,L - Randy Couture
Todd Medina,1970-04-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,openweight,16,16,2,1,1 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,1,307,24.9,NA,0,4.5,2188,2200,2200,1995-04-07,W - Larry Cureton,1995-04-07,L - Dave Beneteau
Harold Howard,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,openweight,16,16,3,1,1 KO 0 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,-2,1,234,NA,NA,0,4,2100,2200,2200,1994-09-09,W - Roland Payne,1995-09-08,L - Mark Hall
Kevin Rosier,1962-01-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,openweight,16,16,3,1,1 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,-2,1,333,32.2,33.8,0,6.3,2074,2200,2200,1993-11-12,W - Zane Frazier,1994-12-16,L - Joe Charles
Marcus Bossett,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,openweight,16,16,3,1,1 KO 0 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,-2,1,444,NA,NA,0,7,2051,2200,2233,1994-12-16,W - Eldo Dias Xavier,1996-12-07,L - Steve Nelmark
Braxton Smith,1990-01-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,130,33.3,38,0,10,2198,2198,2518,2023-05-06,L - Parker Porter,2023-05-06,L - Parker Porter
James Toney,1968-08-24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,199,42,47.2,0,2,2197,2197,2956,2010-08-28,L - Randy Couture,2010-08-28,L - Randy Couture
Shane Primm,1984-07-30,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Germany,male,light heavyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,507,24.4,31.4,0,6,2148,2197,2427,2008-12-13,L - Krzysztof Soszynski,2008-12-13,L - Krzysztof Soszynski
Chris Liguori,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,209,NA,38.2,0,7,2399,2196,2307,2003-11-21,L - Keith Rockel,2003-11-21,L - Keith Rockel
Josh Ferguson,1988-05-13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"flyweight, bantamweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,-2,-1,1522,23.9,29.5,0,8,2409,2195,2488,2011-12-03,L - Roland Delorme,2012-07-11,L - Chris Cariaso
Emily Kagan,1981-07-14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's strawweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,-2,-1,1453,33.9,27.3,0,11.5,2087,2195,2230,2014-12-12,L - Angela Hill,2015-12-10,L - Kailin Curran
Jason Godsey,1964-01-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,-2,-1,242,35.5,23.9,0,6.5,2171,2193,2618,1999-03-05,L - Pete Williams,1999-09-24,L - Jeremy Horn
Jason Tan,1981-12-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England",male,welterweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,-2,-1,700,26,30.2,0,9,2148,2192,2583,2007-06-16,L - Marcus Davis,2008-05-24,L - Dong Hyun Kim
Yoshinori Horie,1995-05-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Japan,male,featherweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,849,24.2,28.1,0,7,2669,2190,2716,2019-07-27,L - Hakeem Dawodu,2019-07-27,L - Hakeem Dawodu
Jorge de Oliveira,1985-12-31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,"lightweight, welterweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,-2,-1,1092,29,25.5,0,7.5,2253,2187,2638,2014-11-08,L - Dhiego Lima,2015-03-21,L - Christos Giagos
Jules Bruchez,1977-08-16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,light heavyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,87,31.3,28.4,0,7,2187,2187,2334,2008-12-13,L - Eliot Marshall,2008-12-13,L - Eliot Marshall
Gerald Strebendt,1979-03-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,165,24.6,25,0,7,2384,2185,2200,2003-09-26,L - Josh Thomson,2003-09-26,L - Josh Thomson
Ron Van Clief,1943-01-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,openweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,229,51.9,28,0,4,2185,2185,2642,1994-12-16,L - Royce Gracie,1994-12-16,L - Royce Gracie
John Polakowski,1981-06-21,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,lightweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,438,27.5,27.1,0,10,2185,2185,2252,2008-12-13,L - Roli Delgado,2008-12-13,L - Roli Delgado
Tom Egan,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Ireland,male,welterweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,276,NA,21.5,0,6,2137,2181,2596,2009-01-17,L - John Hathaway,2009-01-17,L - John Hathaway
Marcos Mariano,1986-10-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,lightweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,-2,-1,1195,32.6,25.2,0,7,2280,2180,2644,2019-02-09,L - Lando Vannata,2019-09-21,L - Claudio Puelles
Greg Stott,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,17,NA,28.8,0,4,2178,2178,2571,1997-10-17,L - Mark Kerr,1997-10-17,L - Mark Kerr
Julian Sanchez,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,openweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,45,NA,31.8,0,3,2178,2178,2571,1996-09-20,L - Mark Coleman,1996-09-20,L - Mark Coleman
Nick Serra,1978-03-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,900,24.2,23.2,0,2,2300,2175,2538,2002-06-22,L - Benji Radach,2002-06-22,L - Benji Radach
Eddie Ruiz,1967-06-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,900,36,26.7,0,8,2175,2175,2539,2003-06-06,L - Yves Edwards,2003-06-06,L - Yves Edwards
Alex Schoenauer,1976-05-05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Argentina,male,middleweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,20,28.9,25.8,0,8,2457,2172,2248,2005-04-09,L - Mike Swick,2005-04-09,L - Mike Swick
Paul Creighton,1970-06-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,503,31.9,23.4,0,3,2172,2172,2519,2002-05-10,L - BJ Penn,2002-05-10,L - BJ Penn
Scott Morris,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,openweight,16,16,2,1,0 KO 1 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,1,50,NA,24.4,0,6,2171,2171,2150,1994-03-11,W - Sean Daugherty,1994-03-11,L - Patrick Smith
Frank Lester,1984-06-10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Germany,male,welterweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,220,25,24.5,0,9,2317,2170,2177,2009-06-20,L - Nick Osipczak,2009-06-20,L - Nick Osipczak
Christina Marks,1985-11-09,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's flyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,120,32.1,22.8,0,7,2050,2170,2287,2017-12-01,L - Montana De La Rosa,2017-12-01,L - Montana De La Rosa
Minoki Ichihara,1968-06-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Japan,male,openweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,308,25.7,27.2,0,15,2169,2169,2500,1994-03-11,L - Royce Gracie,1994-03-11,L - Royce Gracie
Anthony Macias,1969-02-09,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,United States,male,openweight,16,16,3,1,0 KO 1 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,-1,1,300,26.2,28.9,0,7,1904,2168,2216,1994-12-16,L - Dan Severn,1995-07-14,L - Oleg Taktarov
Dorian Price,1977-08-20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,23,30.3,29.3,0,8,2066,2167,2291,2007-12-08,L - Roman Mitichyan,2007-12-08,L - Roman Mitichyan
Jared Rollins,1977-01-26,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,721,30.9,26,1,3,2166,2166,2384,2007-12-08,L - War Machine,2007-12-08,L - War Machine
Rainy Martinez,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,78,NA,23,0,2,2123,2163,2463,1997-02-07,L - Jerry Bohlander,1997-02-07,L - Jerry Bohlander
Rodrigo Ruas,1977-10-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,middleweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,514,24.7,31.2,0,5,2058,2163,2461,2002-06-22,L - Tony Fryklund,2002-06-22,L - Tony Fryklund
Valeri Ignatov,1973-08-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Bulgaria,male,"lightweight, middleweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,-1,1077,25.8,27,0,5.5,2136,2162,2474,1999-03-05,L - Evan Tanner,1999-09-24,L - Matt Hughes
Andy Wang,1977-05-28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Taiwan,male,lightweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,70,30.1,23.2,0,6,2312,2161,2480,2007-06-23,L - Cole Miller,2007-06-23,L - Cole Miller
Chan Mi Jeon,1997-08-28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,South Korea,female,women's strawweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,-2,-1,1800,19.9,26.7,0,9.5,2100,2160,2351,2017-06-10,L - JJ Aldrich,2017-09-22,L - Syuri Kondo
Keiichiro Yamamiya,1972-07-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Japan,male,middleweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,792,27.4,33.2,0,4,2097,2160,2444,1999-11-19,L - Eugene Jackson,1999-11-19,L - Eugene Jackson
Bentley Syler,1985-12-22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Bolivia,male,flyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,694,29.2,35.5,0,12,2159,2159,2290,2015-03-21,L - Fredy Serrano,2015-03-21,L - Fredy Serrano
Nolan Ticman,1988-05-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"flyweight, bantamweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,-2,-1,1800,26.6,29.1,0,11,2153,2158,2442,2014-08-16,L - Frankie Saenz,2015-05-16,L - Zhikui Yao
Fabio Gurgel,1970-01-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,openweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,900,26.7,22.6,0,6,2249,2155,2418,1996-09-20,L - Jerry Bohlander,1996-09-20,L - Jerry Bohlander
Jason Thacker,1975-08-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,middleweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,95,29.6,24.7,0,5,2154,2154,2410,2005-04-09,L - Chris Leben,2005-04-09,L - Chris Leben
Peggy Morgan,1979-12-16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's bantamweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,900,34,27.4,0,4,2268,2153,2330,2013-11-30,L - Jessamyn Duke,2013-11-30,L - Jessamyn Duke
Jim Mullen,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,482,NA,31.8,0,7,2153,2153,2407,1997-02-07,L - Scott Ferrozzo,1997-02-07,L - Scott Ferrozzo
Joao Roque,1971-07-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Angola,male,bantamweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,900,28.9,25.5,0,6,2152,2152,2464,2000-06-09,L - Jens Pulver,2000-06-09,L - Jens Pulver
Harry Moskowitz,1968-07-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,-2,-1,915,29.5,NA,0,5.5,1923,2150,2356,1997-10-17,L - Alex Hunter,1998-05-15,L - Andre Roberts
CM Punk,1978-10-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,2,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,0,0,1034,38.7,28.9,0,4,2145,2145,2249,2016-09-10,L - Mickey Gall,2018-06-09,NC - Mike Jackson
Ryan Parker,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,openweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,185,NA,26.3,0,7,2145,2145,2369,1995-09-08,L - Remco Pardoel,1995-09-08,L - Remco Pardoel
Angela Magana,1983-08-02,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's strawweight,16,16,3,0,0 KO 0 Sub 0 Dec,3,1 KO 1 Sub 1 Dec,-3,-1,2232,32.5,27,0,8,2075,2144,2471,2014-12-12,L - Tecia Pennington,2017-12-02,L - Amanda Cooper
Daniel Barrera,1980-12-23,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,900,27,24.7,0,5,2257,2141,2400,2007-12-08,L - Ben Saunders,2007-12-08,L - Ben Saunders
Alexander Torres,1988-05-29,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Colombia,male,featherweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,900,26.8,27.4,0,11,2343,2140,2006,2015-02-28,L - Masio Fullen,2015-02-28,L - Masio Fullen
Joao Marcos Pierini,1971-12-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,lightweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,79,30.5,25.7,0,6,2137,2137,2335,2002-06-22,L - Yves Edwards,2002-06-22,L - Yves Edwards
Karine Gevorgyan,1989-03-09,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Armenia,NA,,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,100,28.7,26.8,0,9,2136,2136,2255,2017-12-01,L - Rachael Ostovich,2017-12-01,L - Rachael Ostovich
Steve Berger,1973-05-20,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,United States,male,welterweight,16,16,3,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-1,0,1254,28.7,23.4,0,6.3,2028,2133,2458,2001-05-04,L - Tony DeSouza,2002-06-22,L - Robbie Lawler
Katsuhisa Fujii,1972-08-15,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Japan,male,middleweight,16,16,2,1,1 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,1,1049,27.3,23.9,0,5.5,2090,2132,2157,1999-11-19,W - Masutatsu Yano,1999-11-19,L - Kenichi Yamamoto
Allan Goes,1971-04-20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Brazil,male,middleweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,900,27.1,27.7,0,8,2496,2130,2200,1998-05-15,L - Dan Henderson,1998-05-15,L - Dan Henderson
Lodune Sincaid,1973-05-07,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,middleweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,197,31.9,33.1,0,7,2260,2129,2386,2005-04-09,L - Nate Quarry,2005-04-09,L - Nate Quarry
Scott Baker,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,openweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,401,NA,24.6,0,14,2200,2128,2300,1994-03-11,L - Jason DeLucia,1994-03-11,L - Jason DeLucia
Melton Bowen,1969-03-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,openweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,287,25.8,31.2,0,6,2128,2128,2300,1994-12-16,L - Steve Jennum,1994-12-16,L - Steve Jennum
John Dowdy,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,openweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,122,NA,27.3,0,10,2048,2128,2300,1995-04-07,L - Guy Mezger,1995-04-07,L - Guy Mezger
Joe Son,1970-11-20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,United States,male,openweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,164,24.1,36.7,0,5,1957,2128,2300,1994-12-16,L - Keith Hackney,1994-12-16,L - Keith Hackney
Albert Cheng,1985-02-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,welterweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,300,29.1,22.9,0,7,2415,2127,2300,2014-03-01,L - Anying Wang,2014-03-01,L - Anying Wang
Jermaine Andre,1973-07-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,815,26.7,29.3,0,2,2338,2127,2196,2000-03-10,L - Lance Gibson Sr.,2000-03-10,L - Lance Gibson Sr.
Rudyard Moncayo,1973-05-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Ecuador,male,openweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,68,22.2,31.9,0,7,2127,2127,2298,1995-07-14,L - Patrick Smith,1995-07-14,L - Patrick Smith
Edilberto de Oliveira,1982-11-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,welterweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,-2,-1,742,24.6,27.4,0,9,2139,2126,2409,2007-04-21,L - Paul Taylor,2007-09-19,L - Luke Cummo
Billy Miles,1978-04-28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,96,29.6,30.4,0,4,2125,2125,2543,2007-12-08,L - George Sotiropoulos,2007-12-08,L - George Sotiropoulos
Yuki Sasaki,1976-09-12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Japan,male,middleweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,900,29.9,30.5,0,3,2041,2125,2590,2006-08-17,L - Dean Lister,2006-08-17,L - Dean Lister
Courtney Turner,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,80,NA,26.4,0,8,2124,2124,2285,1998-03-13,L - Chris Brennan,1998-03-13,L - Chris Brennan
H. Brown Morrison,1984-11-03,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Panama,male,featherweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,630,30,26.4,0,9,2186,2123,2405,2014-11-15,L - Gabriel Benitez,2014-11-15,L - Gabriel Benitez
Koji Kitao,1963-08-12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Japan,male,openweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,40,32.8,35.2,0,6,2242,2120,2271,1996-05-17,L - Mark Hall,1996-05-17,L - Mark Hall
Reza Nasri,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Iran,male,openweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,28,NA,28.1,0,4,2120,2120,2273,1996-09-20,L - Brian Johnston,1996-09-20,L - Brian Johnston
