fighter,date_of_birth,tuf,r2ufc,dwcs,pride,sf,wec,bmf,hof,country,gender,weightclass,peak_rank,peak_p4p,bouts,wins,win_types,losses,loss_types,streak,best_streak,total_time,mean_age,opp_age,bonus,slot,elo,peak_elo,opp_elo,debut,debut_result,prev_bout,prev_result
Micheal Gillmore,1987-03-28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"welterweight, middleweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,-2,-1,914,34.7,29.7,0,7.5,2249,2293,2491,2021-08-28,L - Andre Petroski,2022-02-26,L - Ramiz Brahimaj
Alvaro Herrera,1990-05-14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Mexico,male,"lightweight, welterweight",16,16,4,1,1 KO 0 Sub 0 Dec,3,1 KO 2 Sub 0 Dec,-3,1,795,26.8,27.1,0,12,2134,2290,2494,2015-11-21,W - Vernon Ramos,2018-07-28,L - Devin Powell
Samy Schiavo,1975-12-24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,France,male,lightweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,-2,-1,962,32.5,27.1,0,10.5,2231,2288,2518,2008-04-02,L - Clay Guida,2008-10-18,L - Per Eklund
Mike Jackson,1985-03-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,4,1,0 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,-1,1,1270,34.7,29.8,0,9.5,2223,2287,2307,2016-02-06,L - Mickey Gall,2022-10-15,L - Pete Rodriguez
Josh Clopton,1981-07-11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,-2,-1,1800,31.2,26.8,0,9.5,2267,2283,2609,2011-12-03,L - Steven Siler,2013-08-03,L - Rani Yahya
Joe Veres,1977-11-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,-2,-1,346,30,28.8,0,8.5,2194,2283,2393,2007-09-19,L - Gray Maynard,2008-01-23,L - Corey Hill
Dante Rivera,1974-12-08,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,900,33.5,22.4,0,5,2404,2282,2256,2008-06-21,L - Matt Riddle,2008-06-21,L - Matt Riddle
Jeff Newton,1966-12-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,light heavyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,425,38.9,25.4,0,6,2282,2282,2305,2005-11-19,L - Sam Hoger,2005-11-19,L - Sam Hoger
Hector Aldana,1988-08-17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Mexico,male,welterweight,16,16,3,0,0 KO 0 Sub 0 Dec,3,2 KO 0 Sub 1 Dec,-3,-1,1937,30.4,27,1,10,2212,2281,2553,2018-06-23,L - Song Kenan,2019-10-12,L - Miguel Baeza
Razak Al-Hassan,1982-05-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,light heavyweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,-2,-1,1144,27,24.8,0,6.5,2356,2280,2419,2008-12-10,L - Steve Cantwell,2009-10-24,L - Kyle Kingsbury
Enson Inoue,1967-04-15,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,1,1,0 KO 1 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,96,30.1,32.2,0,3,2218,2280,2200,1997-05-30,W - Royce Alger,1997-05-30,W - Royce Alger
Koji Oishi,1977-05-31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Japan,male,"welterweight, lightweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,-1,984,25.4,24.1,0,7,2473,2278,2572,2000-04-14,L - LaVerne Clark,2005-06-04,L - Nick Diaz
Igor Zinoviev,1966-05-23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,light heavyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,22,31.8,25.3,0,1,2278,2278,2521,1998-03-13,L - Frank Shamrock,1998-03-13,L - Frank Shamrock
David Dodd,1973-09-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"middleweight, heavyweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,-2,-1,1500,26.3,25,0,5,2218,2278,2438,1999-07-16,L - Travis Fulton,2000-06-09,L - Tyrone Roberts
Izabela Badurek,1991-07-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Poland,female,women's strawweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,514,23.8,24.7,0,10,2272,2277,2200,2015-04-11,L - Aleksandra Albu,2015-04-11,L - Aleksandra Albu
James Hammortree,1983-11-29,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,900,26.6,23.6,0,9,2254,2277,2604,2010-06-19,L - Chris Camozzi,2010-06-19,L - Chris Camozzi
Kailin Curran,1991-04-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's strawweight,16,16,7,1,0 KO 1 Sub 0 Dec,6,1 KO 2 Sub 3 Dec,-4,1,4941,25.2,29.5,1,9.1,2332,2275,2319,2014-11-22,L - Paige VanZant,2017-11-25,L - Yan Xiaonan
Johnny Rhodes,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,openweight,16,16,3,2,0 KO 2 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,2,987,NA,NA,0,5.7,2271,2271,2166,1994-03-11,W - David Levicki,1994-03-11,L - Patrick Smith
John Lewis,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"bantamweight, lightweight",16,16,2,1,1 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,1,628,NA,NA,0,5,2162,2271,2315,1999-09-24,W - Lowell Anderson,2000-11-17,L - Jens Pulver
Sam Adkins,1965-04-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,openweight,16,16,4,2,0 KO 1 Sub 1 Dec,2,1 KO 1 Sub 0 Dec,-1,1,224,31.1,NA,0,6.5,1952,2271,2216,1996-02-16,W - Keith Mielke,1996-09-20,L - Tank Abbott
Paul Georgieff,1982-09-22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,282,25.2,28.4,0,7,2268,2268,2568,2007-12-08,L - Jonathan Goulet,2007-12-08,L - Jonathan Goulet
Dwayne Cason,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,2,1,1 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,1,276,NA,NA,0,5,2268,2268,2366,1997-10-17,W - Houston Dorr,1997-10-17,L - Mark Kerr
Alex Hunter,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,2,2,1 KO 0 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,2,2,862,NA,NA,0,7.5,2268,2268,2115,1997-07-27,W - Sam Fulton,1997-10-17,W - Harry Moskowitz
Tony Petarra,1966-11-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,173,32.5,22.8,0,4,2283,2267,2505,1999-05-07,L - Wanderlei Silva,1999-05-07,L - Wanderlei Silva
Rick Davis,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,97,NA,23.2,0,9,2267,2267,2357,2006-05-27,L - Melvin Guillard,2006-05-27,L - Melvin Guillard
Zhikui Yao,1991-02-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,China,male,flyweight,16,16,4,1,0 KO 0 Sub 1 Dec,3,1 KO 0 Sub 2 Dec,-2,1,2744,24.6,29.8,0,10.8,2086,2266,2383,2014-08-22,L - Royston Wee,2016-11-26,L - Jenel Lausa
Edward Faaloloto,1984-07-15,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,lightweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,-2,-1,299,27.1,25.4,0,8,2240,2265,2609,2011-06-26,L - Michael Johnson,2011-11-05,L - Terry Etim
Nick Sanzo,1963-01-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,2,1,1 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,1,87,34.1,NA,0,2.5,2263,2263,2331,1997-02-07,W - Jackie Lee,1997-02-07,L - Jerry Bohlander
Sanae Kikuta,1971-09-10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Japan,male,middleweight,16,16,1,1,0 KO 1 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,278,28.6,33.6,0,3,2287,2262,2483,2000-04-14,W - Eugene Jackson,2000-04-14,W - Eugene Jackson
David Velasquez,1966-10-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,461,33.4,25.3,0,5,2108,2262,2200,2000-03-10,L - Jens Pulver,2000-03-10,L - Jens Pulver
Allen Berube,1974-08-25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,262,32.8,27.9,0,8,2184,2260,2568,2007-06-23,L - Leonard Garcia,2007-06-23,L - Leonard Garcia
Rodolfo Rubio,1987-01-29,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Mexico,male,featherweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,900,27.8,23,0,6,2220,2259,2353,2014-11-08,L - Diego Rivas,2014-11-08,L - Diego Rivas
Icho Larenas,1982-03-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Argentina,male,heavyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,719,24,31.3,0,8,2299,2258,2294,2006-03-04,L - Tom Murphy,2006-03-04,L - Tom Murphy
Andre Pederneiras,1967-03-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,welterweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,440,32.3,31.4,0,2,2270,2258,2363,1999-07-16,L - Pat Miletich,1999-07-16,L - Pat Miletich
Cameron Dollar,1987-05-12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,286,22.1,29,0,10,2401,2257,2334,2009-06-20,L - Jason Dent,2009-06-20,L - Jason Dent
Josh Schockman,1980-12-29,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,900,25.9,22.1,0,9,2310,2257,2529,2006-11-18,L - Jake O'Brien,2006-11-18,L - Jake O'Brien
Jeremy Jackson,1982-09-19,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,welterweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,-2,-1,1095,22.6,28,0,6.5,2285,2257,2361,2003-09-26,L - Nick Diaz,2006-11-11,L - Pete Spratt
Solomon Hutcherson,1972-08-13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,255,33.9,25.4,0,7,2337,2255,2468,2006-06-24,L - Luigi Fioravanti,2006-06-24,L - Luigi Fioravanti
Duda Santana,1996-01-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's bantamweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,419,23.4,27.8,0,10,2255,2255,2163,2019-06-01,L - Bea Malecki,2019-06-01,L - Bea Malecki
Diego Saraiva,1982-04-23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,3,0,0 KO 0 Sub 0 Dec,3,0 KO 0 Sub 3 Dec,-3,-1,2700,25.1,24.2,1,7.7,2137,2254,2492,2007-02-03,L - Dustin Hazelett,2007-09-22,L - Jeremy Stephens
Steve Steinbeiss,1981-05-05,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,middleweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,-2,-1,1136,28.8,30.7,0,10,2543,2253,2455,2009-09-16,L - Ryan Jensen,2010-08-01,L - Rob Kimmons
Ryan Thomas,1984-11-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,-2,-1,805,23.9,26.6,0,9.5,2578,2252,2462,2008-08-09,L - Ben Saunders,2008-11-15,L - Matt Brown
Daiju Takase,1978-04-20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Japan,male,"welterweight, middleweight",16,16,3,0,0 KO 0 Sub 0 Dec,3,2 KO 0 Sub 1 Dec,-3,-1,1326,21.8,25.9,0,4.7,2360,2252,2395,1999-07-16,L - Jeremy Horn,2000-12-16,L - Fabiano Iha
Tiki Ghosn,1977-02-09,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,United States,male,welterweight,16,16,4,0,0 KO 0 Sub 0 Dec,4,1 KO 3 Sub 0 Dec,-4,-1,1480,25,NA,0,4.8,2255,2252,2427,2000-03-10,L - Bob Cook,2004-04-02,L - Chris Lytle
Dave Kaplan,1979-11-16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,-2,-1,1292,29.3,25.6,1,8,2140,2251,2366,2008-12-13,L - Junie Browning,2009-05-23,L - George Roop
Amaury Bitetti,1969-04-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,"middleweight, openweight",16,16,2,1,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,1,1,905,29.1,28.3,0,5.5,2346,2249,2300,1996-05-17,L - Don Frye,2000-06-09,W - Alex Andrade
Jeff Joslin,1975-04-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,welterweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,900,31.6,29,0,2,2249,2249,2817,2006-12-13,L - Josh Koscheck,2006-12-13,L - Josh Koscheck
Manny Rodriguez,1985-04-25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,welterweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,297,27.6,31.8,0,8,2496,2248,2439,2012-12-14,L - Benny Alloway,2012-12-14,L - Benny Alloway
Zach Light,1974-02-06,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,United States,male,welterweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,145,28.4,31.4,0,3,2241,2247,2396,2002-06-22,L - Pete Spratt,2002-06-22,L - Pete Spratt
Cesar Arzamendia,1991-01-31,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Paraguay,male,lightweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,-2,-1,369,25.2,31.3,0,11.5,2190,2247,2333,2015-11-21,L - Polo Reyes,2016-07-30,L - Damien Brown
Nissen Osterneck,1981-05-01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,middleweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,900,27.9,37.1,0,9,2441,2244,2569,2009-04-01,L - Jorge Rivera,2009-04-01,L - Jorge Rivera
Kristof Midoux,1972-07-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,France,male,heavyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,352,34,21.9,0,7,2173,2244,2477,2006-08-17,L - Jake O'Brien,2006-08-17,L - Jake O'Brien
Jeff Cox,1968-08-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,-2,-1,213,39.3,25.4,0,8,2307,2241,2538,2007-06-12,L - Gleison Tibau,2008-04-02,L - Manny Gamburyan
Marcus Jones,1973-08-15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,310,36.3,31.4,0,5,2241,2241,2158,2009-12-05,L - Matt Mitrione,2009-12-05,L - Matt Mitrione
Ron Faircloth,1979-08-16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,light heavyweight,16,16,1,0,NA,0,NA,0,0,310,26.1,24.1,0,8,2237,2237,2345,2005-10-07,NC - Alessio Sakara,2005-10-07,NC - Alessio Sakara
Joe Pardo,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,661,NA,32.9,0,4,2097,2237,2500,1998-05-15,L - Mike Van Arsdale,1998-05-15,L - Mike Van Arsdale
Yaozong Hu,1995-04-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,China,male,"middleweight, heavyweight",16,16,3,0,0 KO 0 Sub 0 Dec,3,0 KO 2 Sub 1 Dec,-3,-1,2239,24.3,33.1,0,10.7,2116,2236,2414,2017-11-25,L - Cyril Asker,2021-10-30,L - Andre Petroski
Joe Moreira,1961-07-03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,"middleweight, openweight",16,16,2,1,0 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,1,1,1500,35.3,30.1,0,4.5,2235,2235,2218,1996-02-16,L - Paul Varelans,1997-07-27,W - Yuri Vaulin
Leigh Remedios,1976-01-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England",male,lightweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,398,26.5,24.3,0,4,2056,2234,2381,2002-07-13,L - Genki Sudo,2002-07-13,L - Genki Sudo
Rocky Lee,1987-04-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Taiwan,male,featherweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,900,28,23,0,12,2097,2233,2339,2015-04-11,L - Taylor Lapilus,2015-04-11,L - Taylor Lapilus
Lisa Ellis,1982-11-15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's strawweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,-2,-1,734,32.3,28.2,0,7,2097,2231,2273,2014-12-12,L - Felice Herrig,2015-05-09,L - Bec Rawlings
Ryan McGillivray,1986-09-27,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,welterweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,900,24.7,28.7,0,8,2283,2228,2322,2011-06-04,L - Shamar Bailey,2011-06-04,L - Shamar Bailey
Tai Bowden,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,openweight,16,16,2,1,0 KO 1 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,1,1,731,NA,NA,0,6,2228,2228,2200,1996-05-17,L - Steve Nelmark,1996-12-07,W - Jack Nilson
Royce Alger,1965-03-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"middleweight, lightweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,-2,-1,475,33.3,31.5,0,4.5,2227,2227,2263,1997-05-30,L - Enson Inoue,1999-07-16,L - Eugene Jackson
Maia Kahaunaele,1982-03-19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's strawweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,230,35.9,25.6,0,9,2225,2225,2591,2018-02-03,L - Polyana Viana,2018-02-03,L - Polyana Viana
Townsend Saunders,1967-04-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"lightweight, welterweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,-2,-1,1800,31.3,27.4,0,4.5,2152,2225,2378,1998-03-13,L - Pat Miletich,1999-01-08,L - Mikey Burnett
John Kolosci,1974-11-26,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,United States,male,welterweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,282,33,25.3,0,6,2155,2223,2494,2007-12-08,L - Matt Arroyo,2007-12-08,L - Matt Arroyo
Mark Scanlon,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England",male,welterweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,900,NA,23.6,1,7,2128,2223,2440,2010-11-13,L - Pascal Krauss,2010-11-13,L - Pascal Krauss
Vernon Ramos,1992-06-03,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Panama,male,welterweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,30,23.5,25.5,0,11,2614,2222,2128,2015-11-21,L - Alvaro Herrera,2015-11-21,L - Alvaro Herrera
Tulio Palhares,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,middleweight,16,16,1,1,1 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,540,NA,NA,0,8,2010,2220,2200,1998-10-16,W - Adriano Santos,1998-10-16,W - Adriano Santos
Melinda Fabian,1987-06-25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hungary,female,women's flyweight,13,16,2,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,0,1800,30.7,30.9,0,9,2344,2218,2457,2017-12-01,D - DeAnna Bennett,2018-06-23,L - Ji Yeon Kim
Frank Caracci,1970-02-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,419,28.9,25.1,0,7,2172,2217,2361,1999-01-08,L - LaVerne Clark,1999-01-08,L - LaVerne Clark
Brad Gumm,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,2,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,0,0,1200,NA,25.4,0,7.5,2192,2216,2353,2000-03-10,L - Shonie Carter,2000-09-22,D - CJ Fernandes
Nate Schroeder,1973-06-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,433,27,33.7,0,7,2190,2214,2162,2000-06-09,L - Ian Freeman,2000-06-09,L - Ian Freeman
Chris Indich,1987-04-22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,welterweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,-1,1195,27.1,31.4,0,9.5,2043,2214,2334,2014-04-16,L - Richard Walsh,2014-06-27,L - Vik Grujic
Jianping Yang,1986-01-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,China,male,featherweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,900,28.6,32.7,0,4,2483,2211,2314,2014-08-22,L - Guangyou Ning,2014-08-22,L - Guangyou Ning
Hugo Duarte,1968-08-09,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Brazil,male,heavyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,43,29.8,33.1,0,3,2364,2208,2329,1998-05-15,L - Tank Abbott,1998-05-15,L - Tank Abbott
Jack Nilson,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"heavyweight, openweight",16,16,2,1,1 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,1,1,369,NA,NA,0,9,1966,2207,2150,1996-12-07,L - Tai Bowden,1997-05-30,W - Saeed Hosseini
Stephen Bass,1982-11-14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,900,29.1,26.7,0,6,2223,2206,2365,2011-12-03,L - Marcus Brimage,2011-12-03,L - Marcus Brimage
Dean Barry,1992-07-03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Ireland,male,welterweight,16,16,1,0,NA,1,NA,-1,-1,232,29.8,37.1,0,11,2206,2206,2128,2022-04-23,L - Mike Jackson,2022-04-23,L - Mike Jackson
